row_id,주제,내용,상세내용,주장/검증매체
536,경제,"[한국은행] 최근 고용동향과 주요 이슈 (금요강좌, 2016.5.13)","['이제', '수가', '다음', '같습니다', '보면', '중심']",한국은행
537,경제,[고용브리핑 365] 여성 고용 동향 / 연합뉴스TV (YonhapnewsTV),"['실업자', '고용', '실망', '있습니다', '경제활동', '인구', '경우', '통계청', '의사']",연합뉴스TV
538,경제,최근 고용 동향 분석,"['우리', '정부', '이제', '좋은', '일자리', '정책']",라정주TV
539,경제,[고용브리핑 365] 7월 고용동향 / 연합뉴스TV (YonhapnewsTV),"['경제', '펠리컨', '수출', '자립', '그런', '국내', '산업', '이제', '있는', '제조업', '우리', '구조']",연합뉴스TV
540,경제,(대출아님) 정부창업지원금으로 무자본 창업했어요 (2천만원~1억원 받기 | 예비창업패키지),"['이제', '사업', '도전', '인생', '여러분', '라이브', '지원', '도움']",올빗 Orbit
541,경제,'이미 창업한 분들도 가능' 누구나 생각만 있다면 내 돈 없이 공짜 창업 가능합니다 (부산꼼장어),"['사업', '여러분', '한번', '정부', '있습니다', '지원']",행크TV
542,경제,"(대출아님) 정부창업지원금으로 무자본 창업하세요 (1억받는 노하우,예비창업패키지,초기창업패키지,청년창업사관학교,정부지원가업)","['원금', '국가', '준비', '사업', '오늘', '불합격']",러브미겸
543,경제,정부지원금받고 창업하는법 #카페창업 #정부지원금 #로컬크리에이터,"['영상', '조금', '카페', '창업', '여러분', '약간']",빵쟁이하이디
544,경제,계약갱신청구로 임대차계약서 다시 작성할 때 반드시 적어야 할 것!,"['계약', '입증', '입니다', '내용', '자료', '구두', '지금', '입자', '있다는']",부동산쇼
545,경제,이런 전세 계약에 서명했다면 보증금 못 받습니다 !! 모두 이렇게 당했습니다.. 계약서 당장 확인하세요!,"['전세', '사기', '피해', '오늘', '내용', '합니다', '순위']",버미쌤
546,경제,"보증금 6천만원, 월세 30만원 넘으면 전월세신고 해야! 6월 1일부터 전월세신고제 시작!","['시장', '임대차', '표준', '임대', '규제', '같은']",부동산쇼
547,경제,전국민 대상! 5월31일까지 안하면 과태료 100만원! 꼭 확인하세요,"['부과', '고제', '임대', '있습니다', '임대차', '계약', '과태료', '하는', '때문', '하게', '정부', '신고']",돈되는 상식!
548,경제,"감쪽같이 날린 내 전세 보증금, 도대체 무슨 일이?","['도움', '있다', '과정', '전세', '이런', '보증']",윤창희의 생존경제_KBS
549,경제,원룸 전세 사기 이렇게 칩니다! 책 '전세금을 지켜라'가 출간되었습니다♥,"['보증금', '기억', '하시고', '하면', '우선', '변제', '신고', '이사', '확정', '일자', '배당']",덕방연구소
550,경제,"‘전세 안전판’ 전입신고·확정일자, 모두 뚫렸다 [9시 뉴스] / KBS 2023.03.08.","['전세', '입니다', '임대', '보증금', '위조', '오피스텔', '전입']",KBS News
551,경제,[실제 녹음] 반말로 전세 보증금 못 주겠다고 하는 집주인 참교육 하기,"['지금', '일단', '얘기', '사장', '그럼', '아니']",비지이지TV
552,경제,직접 1억을 사기 당하고 알게된 전세사기의 모든 것,"['확인', '계약', '사람', '소유권', '주소', '때문', '등기', '권리', '관계', '표시']",호갱구조대
553,경제,"제약-바이오 투자자가 반드시 들어야 할 코로나 치료제 및 백신개발 상황 _오늘아침 page2_설대우, 곽상준","['여러분', '아침', '계획', '오늘', '하고', '해서']",삼프로TV_경제의신과함께
554,경제,"삼성바이오로직스, 모더나 백신 위탁생산 계약 체결 / YTN","['백신', '대통령', '바이오', '양국', '기업', '사이언스', '행사']",YTN
555,경제,눈앞에서 사라진 암호화폐 거래소 KBS 210527 방송,"['거래', '합니다', '거래소', '펀딩', '암호', '해야', '신고']",KBS 교양
556,경제,유니클로만 단독으로 있는 창고형 매장은 지금 어떨까? 갔다 왔습니다.,"['불매운동', '이번', '생각', '때문', '매장', '다른', '있는', '많은', '합니다', '손님']",Mr.셜록
557,경제,"일본 최고부자의 비결.. 불황에 최고가 되다, 유니클로 이야기 / 소비더머니","['하는', '가장', '유니클로', '일본', '세계', '시장']",소비더머니
558,경제,유통기한 지났어도 절대 버리면 안되는 식품! 절대 버리면 안됩니다!,"['유통', '기한', '입니다', '달걀', '변질', '보관', '개월', '라면', '포장', '됩니다']",조여사전성시대
559,경제,"[자막뉴스] 4년 만에 -62%...일본 차, 그동안 무슨일이? / YTN","['전기차', '시장', '판매', '브랜드', '일본', '미국']",YTN
560,경제,일본 車 판매량 4년 만에 -62%...그동안 무슨일이? / YTN,"['전기차', '시장', '판매', '브랜드', '일본', '미국']",YTN
561,경제,[몰아보기] 일본구매대행 강의 한번에 정주행하시고 창업 시작하세요 // 무료 소싱리스트 나눔도 있으니 다 받아가세요~,"['여러분', '내용', '이번', '영상', '오셔서', '질문']",투트랙
562,경제,"일본차 '눈물의 폭탄세일'…""그래도 망설여져"" (2019.11.06/뉴스투데이/MBC)","['판매', '차량', '일본', '일본차', '지난달', '실적']",MBCNEWS
563,경제,인천공항 보안검색원 정규직 고용 ‘후폭풍’ | 뉴스A 라이브,"['이런', '정규직', '하는', '그런', '해야', '문제', '조금', '우리']",채널A 뉴스
564,경제,[자막뉴스] '연봉 5천만 원?' 인천공항 정규직 전환 오해와 진실 / YTN,"['보안', '검색', '요원', '했습니다', '정규직', '채용', '직접', '고용', '공개']",YTN
565,경제,‘징계위원 기피’ 놓고 충돌…심재철 빠지고 4명이 심의 / KBS,"['징계', '했습니다', '법무부', '신청', '총장', '회의', '기피']",KBS News
566,경제,"[상한가] 원전 30조 잭팟! 빌게이츠도 쓸어담는 원전 저평가 대장주 TOP3 공개! [두산중공업, 일진파워, 원전관련주]","['올려', '그렇기', '때문', '무료', '어플', '보시', '추천', '내용', '김동석', '여러분', '드리고', '시작']",마르스 김동석의 리얼주식
567,경제,"두산에너빌리티 SMR 주기기 제작착수! 작지만 강한 원전 SMR, 40년 원전기술 두산에너빌리티가 만든다! #소형모듈원전 #뉴스케일파워 #NuScalePower #UAMPS프로젝트","['제작', '있습니다', '입니다', '발전', '때문', '소재', '저희']",두산픽처스[DOOSAN PICTURES]
568,경제,원자력이 성장할 수밖에 없는 이유(f.해류대순환),"['원자력', '이제', '투자', '보셔도', '좋고', '생각', '원자']",전인구경제연구소
569,경제,문재인 대통령의 탈원전 정책이 실패한 진짜 이유!! 소형모듈원전 시대가 온다! (Feat. 떡상한 두산중공업),"['원전', '모듈', '소형', '우리', '의견', '두산', '중공업']",NEO지식창고
570,경제,수입차를 이 가격에 구매 가능하다고⁉️⁉️ 푸조 3008 가솔린 국내상륙🔥,"['차량', '가솔린', '진행', '계약', '되어', '있습니다', '구매', '고객', '사전', '입항']",푸조 수원 광교 전시장_메종오토모빌
571,경제,새해 휘발유 가격 리터당 99원 인상...국제 유가 들썩 / YTN,"['가격', '유류', '휘발유', '입니다', '했습니다', '정부', '조치', '수요']",YTN
572,경제,"토지공개념, 헌법조항 해설과 헌법개정에 매달리는 이유는?","['헌법', '개념', '토지', '겁니다', '간접', '모르겠어요']",한주소금TV
573,경제,[여의도튜브] 국제입찰 위조 경력 자격 의심 中 업체 ‘한전 입찰’ 도마 위,"['중국', '했습니다', '한전', '기업', '청와대', '청원']",MTN 머니투데이방송
574,경제,한전중국입찰 한전이 중국에 매각?,"['중국', '생각', '기업', '수도', '상황', '정말', '전쟁']",게소리
575,경제,"* 한전, 자격 없는 중국에 입찰 허락 꼼수 / 행안부, 북한 접경지에 2160억 투입 / 코로나 위기속에 중국과 북한에 선물을(?)","['하는', '사업', '국내', '전력', '중국', '국민', '경쟁력']",자시법TV
576,경제,"[해설] 한미 통화 스와프, 숨겨진 진실. 미국은 왜 한국과 통화스와프 하나? 아르헨 브라질도 G20 인데 미국이 통화스와프 안해주나? 문재인-홍남기-이주열 덕분? 아니면 누구?","['통화', '다시', '나라', '유동성', '있는', '미국']",김정호의 경제TV
577,경제,"미국 FRB는 한국과 환율 스왑, 우리는 통화 스왑? '원화'가 위험하다!","['우리', '시작', '얼마나', '위험한', '여러분', '무너지기']",문갑식의 진짜 TV
578,경제,"한미 통화스와프 종료, 반드시 알아야 할 환율 메커니즘 [김일구의 쩐쟁]_STEPS","['그런', '시장', '때문', '대해', '서는', '우리나라', '부채']","성공투자로 이끄는 계단, STEPS"
579,경제,"창고 덮치자 마스크 '4만 개'…""매점매석 꼼짝 마"" (2020.02.06/뉴스데스크/MBC)","['마스크', '단속', '구매', '매점', '정부', '국내']",MBCNEWS
580,경제,마스크 '105만 개' 매점매석 업체 적발...역대 최대 규모 적발 / YTN,"['마스크', '입니다', '매점', '단속', '있습니다', '업체', '대해', '적발', '거래']",YTN
581,경제,"[종목분석] 두산에너빌리티 주가 전망 - 기대되는 원전 수주 및 실적 전망, 차세대 원전 SMR 의미 평가, PRS 옵션계약 주가 영향 평가","['시가총액', '순차', '목표', '도출', '기업가', '입금', '기업', '가치', '해서', '자회사', '회사']",구해줘경제
582,경제,"[주식] 삼성이 투자하는 최저평가국내최초 바이오 기술 보유 '이 기업' 지금부터 5배는 상승 합니다(삼성바이오로직스,삼성전자,펩트론,항암제관련주,제약주전망,2차전지,원전,KBG)","['말씀', '드리면서', '지금', '링크', '무료', '매수', '드리고', '실적', '대한', '상장']",지니 강태공
583,경제,[두산에너빌리티 주가전망] 원전 관련주 8월 새로운 모멘텀 분석과 두산그룹 자체적 평가 #두산에너빌리티 #두산그룹 #두산 #두산에너빌리티주가전망,"['여기', '모습', '보여지게', '된다면', '외국인', '다시', '수급', '조금', '추가']",주식정리해주는남자
584,경제,원자력 발전 : 원전 산업의 증시 전망과 투자 가치 평가 - 주식 팅킹 (4342화),"['기술', '회사', '생각', '건축', '그냥', '때문', '업체']",임민호의 주식 경제
585,경제,아마존 '죽스' 첫 자율주행 택시 공개...최고 시속 120㎞ / YTN,"['주행', '서비스', '택시', '속도', '로보', '자율', '했습니다', '방향']",YTN
586,경제,[풀영상] 9.29 2020년 산재사망 건설노동자 458인 합동위령제,"['건설', '현장', '투쟁', '민주', '산재', '오늘', '우리', '노총', '세상', '사망', '동지', '합동', '위령', '안전', '노동자']",민주노총전국건설노동조합
587,경제,또 산재 사망사고…20대 외국인 노동자 10층서 추락 / KBS뉴스(News),"['노동자', '작업', '현장', '안전', '건설', '외국인', '아파트', '외벽', '사고', '추락']",KBS News
588,경제,주택을 소유한 사람이 증가했다. 심지어는 여성 소유율도 증가했다. 그런데 왜!,"['지금', '단지', '도움', '보시', '해서', '일단']",스마트튜브(스튜TV)
589,경제,주택부수토지면적 증가한 신규주택 보유기간 계산,"['거주', '주권', '기준', '초성', '하면', '그때', '다시', '비소']",초롱부동산TV
590,경제,주택 쏠림 심각...절반 무주택에 다주택은 증가 / YTN,"['입니다', '가구', '보유', '주택', '부동산', '주택가', '현상', '넘게', '전체']",YTN
591,경제,통계청 2020년 주택소유통계 발표,"['주택', '아침', '지금', '방송', '가지', '다시', '감사', '부동산']",감사스마일 TV
592,경제,[김영남 개인택시티비] 여객자동차운수법 시행령 일부개정안 무엇이 달라졌나?,"['운행', '제도', '조합원', '촬영', '개선', '해서', '생각']",김영남개인택시티비
593,경제,"성범죄자 택시자격 제한! 여객자동차법 개정안, 어떤 내용일까? | 도로왕 김지훈 변호사","['자격', '지금', '택시', '버스', '개정안', '됩니다']",도로왕 김지훈 변호사
594,경제,[짭짤영상 집중분석] ‘소득주도 성장’…검증되지 않은 정책?,"['이제', '소득', '성장', '생각', '결과', '정부']",SBS Biz 뉴스
595,경제,"[이슈분석] 경제학회, 문 정부 소득주도성장은 'F학점'..해법은?","['정책', '경제', '정부', '우리', '트럭', '우회', '대한']",SBS Biz 뉴스
596,경제,[이슈분석] 소득주도성장 논란에 빠진 韓경제…文정부 3년차 과제는?,"['이제', '소득', '경제', '생각', '이런', '기업']",SBS Biz 뉴스
597,경제,'모피아 면죄부'의 비밀_검찰 [풀영상] | 창405회 (23.2.7),"['했다', '검찰', '론스타', '산업', '자본', '판단', '수사', '이런']",KBS시사
598,경제,무료 행사 나선 유니클로…고객 반응은? (2019.11.17/뉴스데스크/MBC),"['유니클로', '반응', '하는', '행사', '소비자', '업체', '사이즈']",MBCNEWS
599,경제,유니클로 신용카드 매출 70%이나 급감했다고 알려져! 무료 히트텍 광고까지 했는데 이렇게 됐다고?! 근황이 궁금하다면 바로 영상 클릭!,"['일본', '한국', '시작', '유니클로', '불매', '운동']","팩튜브, 사실만을 알려드리는 이슈 유튜버"
600,경제,[고용브리핑365] IT업계 채용 한파…왜? / 연합뉴스TV (YonhapnewsTV),"['이제', '변호사', '로펌', '채용', '파트너', '이직', '경우', '승진']",연합뉴스TV
601,경제,"[고용브리핑365] ""취업 예약하고 논다"" / 연합뉴스TV (YonhapnewsTV)","['경제', '이제', '국민', '청년', '고통', '느끼는', '했습니다', '어려움', '취업', '지수', '고통지수']",연합뉴스TV
602,경제,"한국철도 사장 ""철도노조 파업 막지 못해 죄송…불편 해소 위해 총력"" / 연합뉴스 (Yonhapnews)","['국민', '열차', '여러분', '불편', '운행', '우리', '철도']",연합뉴스 Yonhapnews
603,경제,철도노조 무기한 파업 예고...KTX 운행률 69% / YTN,"['파업', '운행', '열차', '입니다', '수준', '위해', '인력']",YTN
604,경제,"철도노조, 내일 경고파업...열차운행 일부 차질 / YTN","['노조', '파업', '철도', '요구', '지금', '있습니다', '안전']",YTN
605,경제,최대 4억! 무이자대출~1.91% 정부지원 29가지 총집합! 초저금리 대출 방법 알려드립니다!,"['금리', '창업', '대출', '상공', '다음', '대상', '소상', '공인']",복지마블TV [Welfare Marble]
606,경제,[HF 주택담보대출] 서민형안심전환대출 신청방법 (한국주택금융공사),"['대출', '신청', '클릭', '정보', '은행', '심사', '완료', '다음']",한국주택금융공사
607,경제,"은행에서 무시 당한 줄 알았지만, 알고 보니 그것이 아니었던 내용의 영상ㅣ오킹 tv","['그런', '지금', '하시면', '카드', '선생님', '감사합니다']",오킹TV
608,경제,신용카드 혜택 100% 누리기…결제일은 '이날'로 해라! (손희애 금융 크리에이터) / JTBC 상암동 클라스,"['사용', '때문', '굉장히', '리볼빙', '카드', '비율', '고요', '수수료']",JTBC News
609,경제,보수 채널 광고 차단?…유튜브 '노란 딱지'의 비밀 (2019.10.23/뉴스데스크/MBC),"['노란', '딱지', '콘텐츠', '광고', '입니다', '있는', '문제', '합니다']",MBCNEWS
610,경제,[팩트체크] '유튜브 노란 딱지' 보수 유튜버만 죽인다?,"['영상', '유튜브', '노란', '딱지', '광고주', '분류']",JTBC News
611,경제,"2023년 1월부터 교통비 지원금 매월 최대 39,600원! 청년과 저소득층은 더 많이 드립니다!","['이용', '출발', '버튼', '하기', '대중교통', '하시는', '마일리지', '적립', '카드', '교통카드', '하면']",복지마블TV [Welfare Marble]
612,경제,"최대 1080만원 지원받는 청년정책 Best5 총정리! (대학생 취준생 알바생 직장인, 국민취업지원제도, 주거급여, 청년저축계좌, 청년우대형청약통장, 청년수당, 구직촉진수당)","['청년', '지급', '정책', '해서', '주거', '급여', '분리', '신청', '하는']",돈 버는 정보 이언니
613,경제,2021 청년수당 참여자 오리엔테이션,"['기록', '활동', '지급', '자기', '청년', '개월', '기간', '작성', '수당', '제출', '사용', '신고', '취업']",서울시청년활동지원센터
614,경제,2022년 서울시 청년수당 오리엔테이션,"['청년', '정보', '프로그램', '입니다', '신청', '다양한', '온라인', '고민', '센터', '서울시', '자기', '진로']",서울시청년활동지원센터
615,경제,"전기차 충전료 또 인상, 날벼락! 기름값보다 비싸?...이제 무턱대고 아이오닉, EV6, 테슬라 사면 낭패! 저렴한 '집밥'을 먼저 구해야! (Feat.스타코프)","['콘센트', '충전기', '충전', '전기차', '보급', '이제']",김한용의 MOCAR
616,경제,"생방송 대한민국 1부｜""내년 예산 적정 감액 규모 1조 3천 억 원"" 근거와 정부 입장은?","['오늘', '소비', '입니다', '저희', '촉진', '해서', '생산']",KTV 뉴스
617,경제,GDP 대비 R&D 예산규모 세계 1위 대한민국｜국가연구개발(R&D)｜중앙예산쟁점 #나라살림연구소,"['사업', '하고', '예산', '하는', '키스', '타는']",나라살림연구소
618,경제,최대 규모 건설수주 / 70년대 우리나라 예산 1/4 규모의 중동 수주에 이은 제2의 중동붐의 시작? / 현대건설 사우디 석유화학 플랜트 건설 석유화학단지 쥬베일 아미랄,"['건설', '프로젝트', '수주', '중동', '이번', '사우디', '했습니다', '정부', '계약', '평가']",제갈공명의 시장의눈
619,경제,농축산물·유류·집세 다 올랐다...물가 4개월 연속 2%대 상승 / YTN,"['가격', '했습니다', '상승', '안정', '승률', '정부', '이어']",YTN
620,경제,"[대구MBC뉴스] 소비자 물가, 10년 만에 최대 폭 상승","['물가', '상승', '대구', '경북', '올랐습니다', '소비자', '석유']",대구MBC뉴스
621,경제,"""부자되려면 꼭 채우세요"" 신용점수 1000점 빨리 만드는 9가지 방법 #김경필 #돈쭐남 #신용점수","['점수', '신용', '저축', '여러분', '우리', '얼마']",부티플 - 부의 배수를 높여라
622,경제,"신용등급 박살내는 3대장. 리볼빙, 현금서비스, 카드론에 대한 모든 것.","['카드', '대출', '신용등급', '서비스', '결제', '리볼빙', '있는', '이용', '하락', '입니다', '수수료']",카드고릴라
623,경제,신용등급(신용점수) 빨리 올리려면 딱 이렇게만 하세요!,"['신용', '카드', '점수', '리볼빙', '겁니다', '한도', '서비스']",기사회생TV
624,경제,카드론 현금서비스 리볼빙 결제 방식의 단기 대출의 사용시 신용점수에 주는 영향!,"['금융', '이용', '있습니다', '이제', '카드', '빠르게', '경우']",김소장
625,경제,근로장려금 330만원 '이런 사람' 이제부터 못받습니다!!! 근로장려금 자녀장려금,"['신청', '근로장려금', '오늘', '조건', '대한민국', '국적']",내편TV
626,경제,"3월부터 국민용돈 215만원 이제 ""신청"" 안해도 다 줍니다. 달라지는 근로장려금 자격조건 및 신청방법","['신청', '근로장려금', '지급', '하게', '장려', '최대', '오늘', '자동', '자녀', '올해', '가구']",돈되는 상식!
627,경제,"2023년 기초연금 감액 없이 100% 받으려면 현금,부동산,월급은 각각 얼마까지 가능할까요? /2023년 기초연금 수급대상, 기초연금 계산방법, 노령연금 수급자격","['소득', '근로', '기초', '연금', '부부', '공제', '가구', '좋은', '오늘', '부동산', '계산', '받을', '이하']",행복한 인생 2막
628,경제,이러면 못 받는다!!! 2022년 새로 바뀐 근로장려금 신청자격/ 신청방법/ 소득요건/ 재산요건/ 신청기간/ 지급일 등,"['신청', '신고', '근로장려금', '때문', '종합소득세', '확정', '하지', '반드시', '기준', '소득', '있습니다', '지난해']",내편TV
629,경제,"2023년 근로장려금 더 준다!! 단독(1인)가구 165만원 맞벌이 가구 330만원 신청자격, 재산기준, 금액 변경!!!","['신청', '기준', '하셔서', '근로장려금', '이런', '오늘', '가구', '금액', '하셔도', '세무서']",내편TV
630,경제,4억 깎아줘도 안 팔려…논란의 '칸타빌 수유' 가봤습니다/한국경제TV뉴스,"['아파트', '거리', '여기', '있고', '고등학교', '분양', '칸타빌', '팰리스', '초등학교', '위치']",한국경제TV뉴스
631,경제,"6억 아파트 청약당첨시 내돈은 얼마가 필요? 계약금부터, 중도금 대출, 잔금대출까지 계산","['대출', '중도', '라면', '지역', '하셔야', '잔금']",김알TV Korea
632,경제,아침/점심 주는 용산 40억짜리 신축 아파트[4부],"['계속', '나이', '그때', '이제', '경기', '좋을', '직접', '전화']",TV러셀
633,경제,1:1도 안 되는 경쟁률…이젠 거들떠보지도 않는 아파트 청약 / KBS 2022.12.20.,"['분양', '아파트', '울산', '청약', '가격', '시장', '했습니다', '가구', '다른']",KBS News
634,경제,해 뜨고 지는 걸 버스에서 매일같이 보는 평균 월 300이상 버는 젊은 기사님,"['버스', '기사', '퇴근', '손님', '한마디', '포기', '하고', '되는']",갈때까지간 남자-
635,경제,"무시당하던 ""한국""이 ""미국, 중국, 일본"" 쌈싸먹었던 전설의 사건","['이명박', '주택', '부동산', '정말', '예언', '정책']",1급 비밀
636,경제,남북평화경제 실현의 문제점,"['여러분', '우리', '정말', '기사', '한국', '사람', '뭔가', '가치']",얼음사이다
637,경제,"[풀영상] 문 대통령 ""남북경협으로 평화경제 실현해 일본 따라잡을 것"" / 연합뉴스 (Yonhapnews)","['입니다', '일본', '경제', '평화', '국제', '하는', '정부', '나갈', '협력', '질서']",연합뉴스 Yonhapnews
638,경제,유니클로 할인행사에 북적…일본 불매운동 잠잠해지나[MBN 종합뉴스],"['일본', '할인', '입니다', '회복', '불매운동', '행사', '유니클로']",MBN News
639,경제,택배 기사들 “유니클로 배송 거부”…마트 노동자도 ‘日 불매 운동’ / KBS뉴스(News),"['제품', '배송', '거부', '일본', '안내', '택배', '유니클로', '우리', '기사', '하게', '했습니다']",KBS News
640,경제,"일본 불매운동근황/ 유니클로 직원 공식피셜, 일본 불매운동 계속 해달라","['일본', '직원', '고객', '유니클로', '백수', '했습니다']",아궈
641,경제,"[기획재정부, 모습TV] 예산의 이해","['결산', '비비', '정말', '일반', '합니다', '기획재정부', '회계', '시간', '오늘', '다음', '제출', '세입', '장관', '대해', '예산']",기획재정부
642,경제,인건비 계상부터 집행까지 국가연구개발사업 인건비 관리방법,"['참여', '인건비', '지급', '연구원', '기간', '급여', '과제', '하는', '경우', '직접', '집행', '변경', '등록', '관리', '되지']",사업비정산 헬프데스크
643,경제,[예산편성]사업비집행계획 잘 작성하기!! #공짜창업 #창업,"['예산', '하는', '해서', '여러분', '매니저', '이제', '때문', '인건비']",창업 백선생
644,경제,수출 부진에 공급 과잉…석유화학업계 ‘빨간불’ / KBS 2023.07.05.,"['입니다', '공장', '있습니다', '석유화학', '업계', '에틸렌', '중국', '고량', '가동']",KBS News
645,경제,LG화학(전기차) 자세히 알아보자! (feat. 일본수출규제),"['일본', '우리', '어떻게', '보면', '투자', '케미칼']",주식탐정코난
646,경제,울산수출 5개월 만에 감소..향후 일본이 복병,"['수출', '일본', '증가', '전망', '영향', '지난', '지난해', '자동차']",울산MBC뉴스
647,경제,[여의도튜브] ‘수소차 심장’ 한번에 짠~ 전세계 딱 한 곳만 가능 “이러니 韓 당할 수 있나” /머니투데이방송,"['연료', '전지', '생산', '시스템', '많은', '있습니다', '전기차', '목표', '건설', '기계']",MTN 머니투데이방송
648,경제,[자막뉴스] 국내 최초로 '자체 생산'...대대적 거점되는 인천 / YTN,"['수소', '버스', '입니다', '충전', '인천', '이런']",YTN
649,경제,[기술독립] 강철보다 강한 '국산' 탄소섬유…국내서만 '찬밥' (2019.08.18/뉴스데스크/MBC),"['탄소', '섬유', '일본', '하면', '국내', '기술']",MBCNEWS
650,경제,'탄소섬유' 시작은 비슷했지만…日 '최고' 된 비결은? (2019.07.23/뉴스데스크/MBC),"['일본', '있습니다', '이제', '우리', '탄소섬유', '기술', '시장', '수준', '탄소']",MBCNEWS
651,경제,또 다른 쾌거 탄소섬유를 뛰어넘을 유일한 소재 탄소나노튜브섬유 상용화 기술 개발,"['지금', '대해', '탄소섬유', '한국', '이번', '개발', '하고', '탄소']",인포뱅크 TV Infobank
652,경제,일본 수출규제 품목 탄소섬유보다 뛰어난 탄소나노튜브 3D프린터 세계 최초 개발 l Developed the carbon nanotube 3D printer [ENG SUB],"['전극', '형태', '구조', '기술', '배선', '금속']",이상스쿨
653,경제,'전략물자 통제' 가입 안 한 中은 두고…한국 제외? (2019.07.29/뉴스데스크/MBC),"['수출', '일본', '대해', '적용', '한국', '허가', '하는', '있는', '통제']",MBCNEWS
654,경제,"하태경 ""한국 불법수출 했다고?…일본이 전략물자 북에 밀수출""","['우리', '그런', '생각', '지금', '아주', '일본']",JTBC News
655,경제,"[풀영상] 하태경 ""일본, 불화수소 등 전략물자 북한에 밀수출 확인"" / 연합뉴스 (Yonhapnews)","['일본', '이런', '수출', '자꾸', '한국', '관계', '논리', '지금']",연합뉴스 Yonhapnews
656,경제,"'전략물자 유출' 무슨 근거?…""韓 조선일보 보라"" (2019.07.10/뉴스데스크/MBC)","['기사', '자료', '입니다', '있습니다', '일본', '정부', '전략', '물자', '수출']",MBCNEWS
657,경제,"일본 수출규제 시행 1년, 한국의 소재 국산화 상황은? 소재독립, 끝나지 않은 전쟁 [풀영상]ㅣ시사기획 창 291회 (2020.07.04)","['일본', '소재', '있습니다', '부분', '산업', '기업']",KBS시사
658,경제,최저임금제도에 대한 바른 이해… '임금 인상 수단' 아냐! 썰전 272회,"['인상', '노동자', '임금', '최저임금', '하는', '문제', '있는', '최저']",JTBC Entertainment
659,경제,2024년도 생계급여? 기준중위소득? 역대 최대 인상! 금액은 얼마?,"['기준', '급여', '생계', '가구', '수급', '인상', '교육', '선정', '중위', '소득', '상향', '수준']",플러스창 pluswindow
660,경제,월급 올랐지만 복지 혜택 '뚝'…사각지대 몰린 '중위소득',"['복지', '소득', '기준', '그냥', '혜택', '입니다', '최저임금']",JTBC News
661,경제,현금증여 이렇게 하세요! 평생 세금 없어요 | 이장원 세무사 1부,"['주식', '때문', '이제', '그런', '미국', '자산']",부티플 - 부의 배수를 높여라
662,경제,"📄 부모님께서 돌아가신 후, 기간 별로 알아보는 자녀들이 해야 할 일들!","['개월', '된다', '이제', '유류분', '반환', '됩니다', '경우', '부모님', '때문']",홍순기 변호사의 행복한 상속
663,경제,상속세? 증여세? 딱 20분 투자로 증여세/상속세 절세 완전정복하기!! /,"['하는', '유류분', '반환', '청구', '소송', '유언', '상속', '경우']",법무법인 담윤
664,경제,체불임금 안 줘도 실형은 4%…벌금은 체불액의 1/10 / KBS 2021.02.09.,"['임금', '체불', '입니다', '업주', '노동자', '재판', '벌금형', '벌금']",KBS News
665,경제,[뉴스룸 모아보기] 황교안 '외국인 임금차별' 발언 후폭풍,"['노동자', '외국인', '우리', '가입', '보험', '체류', '보면', '국민', '외국']",JTBC News
666,경제,"경제를 모르는 황교안? ""외국인 똑같은 임금, 불공정"" 발언에 또 설왕설래","['임금', '차별', '노동자', '외국인', '청년', '하는', '그런']",JTBC News
667,경제,뜨는 구독경제 지는 공유경제 뜨는넷플릭스 지는 위워크,"['이런', '구독', '비즈니스', '있다', '경쟁자', '가지']",피셔인베스트
668,경제,[택시귀사] 공유경제? 개코나~ 카카오 정신차려~,"['여러분', '감사합니다', '다음', '시간', '오늘', '방송', '얘기', '카카오']",[택시귀사]
669,경제,[vlog]월2000버는 22살 프리미엄 택시기사 하루일과,"['오늘', '택시', '해서', '조금', '퇴근', '사람', '마음', '여유', '하나', '하자']",준빵조교
670,경제,경기도 택시요금 예상! 변경된 서울시 택시 시외요금,"['시간', '퇴근', '할증', '여기', '울산', '그게']",막까파TV
671,경제,청년실업의 진짜 이유는? (경제파탄난 일본도 청년실업이 낮은데 왜 우리만 높을까?),"['청년', '취업', '정책', '도움', '계속', '되어', '청년실업']",더나은삶TV
672,경제,"라면·치킨·음료 업체, 원가 부담 줄었는데도 가격 인상 / YTN","['가격', '음료', '포인트', '업체', '하락', '매출', '제품', '각각', '올렸습니다', '치킨']",YTN
673,경제,소주값 인상에 주류주 주가 오르는데... 실적 뒷받침될까 (20220224),"['가격', '소주', '인상', '실적', '업계', '주류', '원가', '부담', '롯데', '하이트진로', '개선', '했습니다']",이데일리TV
674,경제,LG U+의 논란이 되는 화웨이 장비 선택과 전망,"['기업', '미국', '정부', '제품', '부터', '시행', '중국']",5분토픽
675,경제,빈곤선과 빈곤율의 관계 완벽 정리 I 중위소득 대비 최저 생계비 50% I 사회문화 I 표분석 I 빈곤,"['빈곤', '상대', '절대', '여기', '입니다', '최저생계비', '소득', '있습니다', '미만', '그러니', '대비']",문사탐
676,경제,메디칼 소득 한도가 인상되었어요!,"['기준', '적용', '금액', '소득', '캘리포니아', '보조', '입니다', '연방', '빈곤', '하와이', '알래스카', '메디']",한인복지 상담센터
